id,summary,details,modified,published,package_name,package_ecosystem,package_repo,git_introduced,git_fixed
GO-2022-0402,Panic in NATS JWT decoding in github.com/nats-io/jwt,A malicious account can create and sign a User JWT which causes a panic when decoded by the NATS JWT library.,0001-01-01T00:00:00Z,2022-07-01T20:10:43Z,github.com/nats-io/jwt,Go,,,
GO-2022-1004,Improper handling of keys in github.com/theupdateframework/go-tuf,An attacker with the ability to insert public keys into a TUF repository can cause clients to accept a staged change that has not been signed by the correct threshold of signatures.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/theupdateframework/go-tuf,Go,,,
GO-2022-0603,Panic in gopkg.in/yaml.v3,An issue in the Unmarshal function can cause a program to panic when attempting to deserialize invalid input.,0001-01-01T00:00:00Z,2022-08-22T18:00:47Z,gopkg.in/yaml.v3,Go,,,
GO-2023-1573,Memory exhaustion via OCI image importer in github.com/containerd/containerd,"When importing an OCI image, there was no limit on the number of bytes read from the io.Reader passed into ImportIndex. A large number of bytes could be read from this and could cause a denial of service.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/containerd/containerd,Go,,,
GO-2023-1872,Denial of service in github.com/openfga/openfga,OpenFGA is vulnerable to a denial of service attack when certain Check and ListObjects calls are executed against authorization models that contain circular relationship definitions.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/openfga/openfga,Go,,,
GO-2023-1882,Deadlock in github.com/cometbft/cometbft/consensus,"An internal modification to the way PeerState is serialized to JSON introduced a deadlock when the new function MarshalJSON is called.

This function can be called in two ways. The first is via logs, by setting the consensus logging module to ""debug"" level (which should not happen in production), and setting the log output format to JSON. The second is via RPC dump_consensus_state.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/cometbft/cometbft,Go,,,
GO-2023-1269,Panic in encoding in github.com/ipld/go-ipld-prime,"Encoding data using the 'json' codec which contains a 'Bytes' type Node will cause the encoder to panic. The decoder is not impacted. If the codec is used to encode user supplied data, this may be used as a vector for a denial of service attack.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/ipld/go-ipld-prime,Go,,,
GO-2023-2042,Arbitrary code execution via go.mod toolchain directive in cmd/go,"The go.mod toolchain directive, introduced in Go 1.21, can be leveraged to execute scripts and binaries relative to the root of the module when the ""go"" command was executed within the module. This applies to modules downloaded using the ""go"" command from the module proxy, as well as modules downloaded directly using VCS software.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,toolchain,Go,,,
GO-2023-1534,Panic during unmarshal of Hello Verify Request in github.com/pion/dtls/v2,"Unmarshalling a Hello Verify request can panic, which could allow a denial of service.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/pion/dtls/v2,Go,,,
GO-2020-0042,Arbitrary File Write via Archive Extraction (Zip Slip) in github.com/sassoftware/go-rpmutils,"Due to improper path sanitization, RPMs containing relative file paths can cause files to be written (or overwritten) outside of the target directory.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/sassoftware/go-rpmutils,Go,,,
GO-2023-1859,Padding oracle vulnerability in github.com/lestrrat-go/jwx,AES-CBC decryption is vulnerable to a timing attack which may permit an attacker to recover the plaintext of JWE data.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/lestrrat-go/jwx,Go,,,
GO-2023-2113,Memory exhaustion in github.com/open-telemetry/opentelemetry-go-contrib,Memory exhaustion in github.com/open-telemetry/opentelemetry-go-contrib,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,go.opentelemetry.io/contrib/instrumentation/github.com/emicklei/go-restful/otelrestful,Go,,,
GO-2022-0288,Unbounded memory growth in net/http and golang.org/x/net/http2,An attacker can cause unbounded memory growth in servers accepting HTTP/2 requests.,0001-01-01T00:00:00Z,2022-07-15T23:08:33Z,stdlib,Go,,,
GO-2022-0646,Use of risky cryptographic algorithm in github.com/aws/aws-sdk-go,"The Go AWS S3 Crypto SDK contains vulnerabilities that can permit an attacker with write access to a bucket to decrypt files in that bucket.

Files encrypted by the V1 EncryptionClient using either the AES-CBC content cipher or the KMS key wrap algorithm are vulnerable. Users should migrate to the V1 EncryptionClientV2 API, which will not create vulnerable files. Old files will remain vulnerable until re-encrypted with the new client.",0001-01-01T00:00:00Z,2022-02-11T23:26:26Z,github.com/aws/aws-sdk-go,Go,,,
GO-2021-0110,Token reuse in github.com/ory/fosite,"Uniqueness of JWT IDs (jti) are not checked, allowing the JWT to be replayed.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/ory/fosite,Go,,,
GO-2022-0460,Infinite loop in github.com/pion/dtls/v2,An attacker can send packets that send the DTLS server or client into an infinite loop.,0001-01-01T00:00:00Z,2022-07-01T20:07:34Z,github.com/pion/dtls/v2,Go,,,
GO-2023-1571,Denial of service via crafted HTTP/2 stream in net/http and golang.org/x/net,"A maliciously crafted HTTP/2 stream could cause excessive CPU consumption in the HPACK decoder, sufficient to cause a denial of service from a small number of small requests.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2022-0438,Exposure of sensitive information via log file in github.com/hashicorp/go-getter,"The getter package can write SSH credentials to its logfile, exposing credentials to local users able to read the logfile.",0001-01-01T00:00:00Z,2022-07-01T20:07:52Z,github.com/hashicorp/go-getter,Go,,,
GO-2022-1201,Timing attack in github.com/openshift/osin,"Client secret checks are vulnerable to timing attacks, which could permit an attacker to determine client secrets.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/openshift/osin,Go,,,
GO-2022-0965,Unbounded recursion in JSON parsing in k8s.io/apimachinery,Unbounded recursion in JSON parsing allows malicious JSON input to cause excessive memory consumption or panics.,0001-01-01T00:00:00Z,2022-09-02T21:12:51Z,k8s.io/apimachinery,Go,,,
GO-2021-0317,Uncontrolled memory consumption in math/big,Rat.SetString had an overflow issue that can lead to uncontrolled memory consumption.,0001-01-01T00:00:00Z,2022-05-23T22:15:42Z,stdlib,Go,,,
GO-2023-2101,Incorrect exponentiation results in github.com/consensys/gnark-crypto,Incorrect exponentiation results in github.com/consensys/gnark-crypto,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/consensys/gnark-crypto,Go,,,
GO-2023-1611,Path traversal in github.com/gookit/goutil,fsutil.Unzip is vulnerable to path traversal attacks due to improper validation of paths.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/gookit/goutil,Go,,,
GO-2022-0318,Incorrect access control in the go command in cmd/go/internal/modfetch,"Incorrect access control is possible in the go command.

The go command can misinterpret branch names that falsely appear to be version tags. This can lead to incorrect access control if an actor is authorized to create branches but not tags.",0001-01-01T00:00:00Z,2022-08-01T22:20:42Z,toolchain,Go,,,
GO-2022-0244,Insufficient randomness in UUIDs in github.com/satori/go.uuid,"Random data used to create UUIDs can contain zeros, resulting in predictable UUIDs and possible collisions.",0001-01-01T00:00:00Z,2022-07-15T23:06:26Z,github.com/satori/go.uuid,Go,,,
GO-2021-0105,Consensus flaw in github.com/ethereum/go-ethereum,"Due to an incorrect state calculation, a specific set of transactions could cause a consensus disagreement, causing users of this package to reject a canonical chain.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/ethereum/go-ethereum,Go,,,
GO-2022-0248,Directory traversal in manifest path extraction in github.com/cloudflare/cfrpki,"Manifest path extraction is vulnerable to directory traversal attacks.

The ExtractPathManifest function permits file paths containing relative directory components (""..""), permitting files to reference arbitrary locations on the filesystem.",0001-01-01T00:00:00Z,2022-07-15T23:07:18Z,github.com/cloudflare/cfrpki,Go,,,
GO-2023-1559,Denial of service via HAMT decoding panic in github.com/ipfs/go-unixfsnode,"Trying to read malformed HAMT sharded directories can cause panics and virtual memory leaks. If you are reading untrusted user input, an attacker can then trigger a panic.

This is caused by a bogus fanout parameter in the HAMT directory nodes.

There are no known workarounds (users are advised to upgrade).",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/ipfs/go-unixfsnode,Go,,,
GO-2023-1623,Out-of-memory panic in github.com/crossplane/crossplane-runtime,"An out of memory panic vulnerability exists in the crossplane-runtime libraries.

Applications that use the Paved type's SetValue method with user-provided input that is not properly validated might use excessive amounts of memory and cause an out of memory panic.

In the fieldpath package, the Paved.SetValue method sets a value on the Paved object according to the provided path, without any validation. This allows setting values in slices at any provided index, which grows the target array up to the requested index. The index is currently capped at max uint32 (4294967295), a large value. If callers do not validate paths' indexes on their own, this could allow users to consume arbitrary amounts of memory.

Applications that do not use the Paved type's SetValue method are not affected.

Users unable to upgrade can work around this issue by parsing and validating the path before passing it to the SetValue method of the Paved type, constraining the index size as deemed appropriate.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/crossplane/crossplane-runtime,Go,,,
GO-2020-0047,Weak hash (SHA-1) in github.com/RobotsAndPencils/go-saml,"XML Digital Signatures generated and validated using this package use SHA-1, which may allow an attacker to craft inputs which cause hash collisions depending on their control over the input.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/RobotsAndPencils/go-saml,Go,,,
GO-2021-0063,Panic in github.com/ethereum/go-ethereum,"Due to a nil pointer dereference, a maliciously crafted RPC message can cause a panic. If handling RPC messages from untrusted clients, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/ethereum/go-ethereum,Go,,,
GO-2020-0022,Out-of-bounds write in github.com/cloudflare/golz4,"LZ4 bindings use a deprecated C API that is vulnerable to memory corruption, which could lead to arbitrary code execution if called with untrusted user input.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/cloudflare/golz4,Go,,,
GO-2023-1765,Leaked shared secret and weak blinding in github.com/cloudflare/circl,"When sampling randomness for a shared secret, the implementation of Kyber and FrodoKEM, did not check whether crypto/rand.Read() returns an error. In rare deployment cases (error thrown by the Read() function), this could lead to a predictable shared secret.

The tkn20 and blindrsa components did not check whether enough randomness was returned from the user provided randomness source. Typically the user provides crypto/rand.Reader, which in the vast majority of cases will always return the right number random bytes. In the cases where it does not, or the user provides a source that does not, the blinding for blindrsa is weak and integrity of the plaintext is not ensured in tkn20.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/cloudflare/circl,Go,,,
GO-2023-1566,Cross site scripting in github.com/usememos/memos,A malicious actor can introduce links starting with a `javascript:` scheme due to insufficient checks on external resources. This can be used as a part of Cross-site Scripting (XSS) attack.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/usememos/memos,Go,,,
GO-2020-0038,Improper authentication in github.com/pion/dtls,"Due to improper verification of packets, unencrypted packets containing application data are accepted after the initial handshake. This allows an attacker to inject arbitrary data which the client/server believes was encrypted, despite not knowing the session key.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/pion/dtls,Go,,,
GO-2023-1548,Repository access credential leak in github.com/argoproj/argo-cd/v2,"Argo CD has an output sanitization bug which leaks repository access credentials in error messages.

These error messages are visible to the user, and they are logged. The error message is visible when a user attempts to create or update an Application via the Argo CD API (and therefor the UI or CLI).

The user must have `applications, create` or `applications, update` RBAC access to reach the code which may produce the error. The user is not guaranteed to be able to trigger the error message. They may attempt to spam the API with requests to trigger a rate limit error from the upstream repository.

If the user has `repositories, update` access, they may edit an existing repository to introduce a URL typo or otherwise force an error message.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/argoproj/argo-cd/v2,Go,,,
GO-2022-0187,Incorrect computation for P-256 curves in crypto/elliptic,"The ScalarMult implementation of curve P-256 for amd64 architectures generates incorrect results for certain specific input points. An adaptive attack can progressively extract the scalar input to ScalarMult by submitting crafted points and observing failures to derive correct output. This leads to a full key recovery attack against static ECDH, as used in popular JWT libraries.",0001-01-01T00:00:00Z,2022-07-01T20:11:15Z,stdlib,Go,,,
GO-2023-1733,Timing attack from non-constant time scalar arithmetic in github.com/bnb-chain/tss-lib,Timing attack from non-constant time scalar arithmetic in github.com/bnb-chain/tss-lib.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/bnb-chain/tss-lib,Go,,,
GO-2021-0235,Incorrect operations on the P-224 curve in crypto/elliptic,"The P224() Curve implementation can in rare circumstances generate incorrect outputs, including returning invalid points from ScalarMult.",0001-01-01T00:00:00Z,2022-02-17T17:34:14Z,stdlib,Go,,,
GO-2022-0380,Incorrect handling of credential expiry in github.com/nats-io/jwt,"The AccountClaims.IsRevoked and Export.IsRevoked functions improperly validate expired credentials using the current system time rather than the issue time of the JWT to be tested.

These functions cannot be used properly. Newer versions of the jwt package provide an IsClaimRevoked method which performs correct validation. In these versions, the IsRevoked method always return true.",0001-01-01T00:00:00Z,2022-07-15T23:29:36Z,github.com/nats-io/jwt,Go,,,
GO-2023-1792,Insecure wildcard CORS policy in github.com/rs/cors,"The CORS handler actively converts a wildcard CORS policy into reflecting an arbitrary Origin header value, which is incompatible with the CORS security design, and could lead to CORS misconfiguration security problems.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/rs/cors,Go,,,
GO-2022-0531,Session tickets lack random ticket_age_add in crypto/tls,"An attacker can correlate a resumed TLS session with a previous connection.

Session tickets generated by crypto/tls do not contain a randomly generated ticket_age_add, which allows an attacker that can observe TLS handshakes to correlate successive connections by comparing ticket ages during session resumption.",0001-01-01T00:00:00Z,2022-07-28T17:24:57Z,stdlib,Go,,,
GO-2021-0087,Race condition in github.com/opencontainers/runc,"A race while mounting volumes allows a possible symlink-exchange attack, allowing a user whom can start multiple containers with custom volume mount configurations to escape the container.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/opencontainers/runc,Go,,,
GO-2022-0212,Request smuggling due to accepting invalid headers in net/http,"net/http (through net/textproto) used to accept and normalize invalid HTTP/1.1 headers with a space before the colon, in violation of RFC 7230.

If a Go server is used behind an uncommon reverse proxy that accepts and forwards but doesn't normalize such invalid headers, the reverse proxy and the server can interpret the headers differently. This can lead to filter bypasses or request smuggling, the latter if requests from separate clients are multiplexed onto the same upstream connection by the proxy. Such invalid headers are now rejected by Go servers, and passed without normalization to Go client applications.",0001-01-01T00:00:00Z,2022-05-23T22:46:20Z,stdlib,Go,,,
GO-2021-0058,Signature validation bypass due to XML processing error in github.com/crewjam/saml,"Due to the behavior of encoding/xml, a crafted XML document may cause XML Digital Signature validation to be entirely bypassed, causing an unsigned document to appear signed.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/crewjam/saml,Go,,,
GO-2021-0098,Arbitrary code execution on Windows in github.com/git-lfs/git-lfs,Due to the standard library behavior of exec.LookPath on Windows a number of methods may result in arbitrary code execution when cloning or operating on untrusted Git repositories.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/git-lfs/git-lfs,Go,,,
GO-2022-1155,Panic in github.com/ipfs/go-merkledag,"A ProtoNode may be modified in such a way as to cause various encode errors which will trigger a panic on common method calls that don't allow for error returns.

Additionally, use of the ProtoNode.SetCidBuilder() method to set non-functioning CidBuilder (such as one that refers to a multihash where an implementation of that hash function is not available) may cause the same methods to panic as a new CID is required but cannot be created.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/ipfs/go-merkledag,Go,,,
GO-2022-0563,Cross-site request forgery in github.com/filebrowser/filebrowser/v2,A Cross-Site Request Forgery vulnerability exists in Filebrowser that allows attackers to create a backdoor user with admin privilege and get access to the filesystem via a malicious HTML webpage that is sent to the victim.,0001-01-01T00:00:00Z,2022-02-05T00:00:31Z,github.com/filebrowser/filebrowser/v2,Go,,,
GO-2022-0523,Stack exhaustion when unmarshaling certain documents in encoding/xml,Unmarshaling an XML document into a Go struct which has a nested field that uses the 'any' field tag can panic due to stack exhaustion.,0001-01-01T00:00:00Z,2022-07-20T20:52:06Z,stdlib,Go,,,
GO-2022-0417,Incorrect default permissions in github.com/containers/buildah,"Containers are created with non-empty inheritable Linux process capabilities, permitting programs with inheritable file capabilities to elevate those capabilities to the permitted set during execve(2).

This bug does not affect the container security sandbox, as the inheritable set never contains more capabilities than are included in the container's bounding set.",0001-01-01T00:00:00Z,2022-07-01T20:08:10Z,github.com/containers/buildah,Go,,,
GO-2022-0477,Indefinite hang with large buffers on Windows in crypto/rand,"On Windows, rand.Read will hang indefinitely if passed a buffer larger than 1 << 32 - 1 bytes.",0001-01-01T00:00:00Z,2022-06-09T01:43:37Z,stdlib,Go,,,
GO-2023-1602,Denial of service via deflate decompression bomb in github.com/russellhaering/gosaml2,"A bug in SAML authentication library can result in Denial of Service attacks.

Attackers can craft a `deflate`-compressed request which will consume significantly more memory during processing than the size of the original request. This may eventually lead to memory exhaustion and the process being killed.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/russellhaering/gosaml2,Go,,,
GO-2023-2114,Cross-site scripting via missing binding syntax validation in github.com/crewjam/saml,"The package does not validate the ACS Location URI according to the SAML binding being parsed. If abused, this flaw allows attackers to register malicious Service Providers at the IdP and inject Javascript in the ACS endpoint definition, achieving Cross-Site-Scripting (XSS) in the IdP context during the redirection at the end of a SAML SSO Flow. Consequently, an attacker may perform any authenticated action as the victim once the victim's browser loads the SAML IdP initiated SSO link for the malicious service provider.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/crewjam/saml,Go,,,
GO-2022-0980,Exposure of Vault secrets via error messages in github.com/hashicorp/consul-template,"The text of errors returned by Template.Execute can contain Vault secrets, potentially revealing these secrets in logs or error reports.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/hashicorp/consul-template,Go,,,
GO-2021-0090,Denial of service in github.com/tendermint/tendermint,"Proposed commits may contain signatures for blocks not contained within the commit. Instead of skipping these signatures, they cause failure during verification. A malicious proposer can use this to force consensus failures.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/tendermint/tendermint,Go,,,
GO-2020-0025,Path traversal in code.cloudfoundry.org/archiver,"Due to improper path sanitization, archives containing relative file paths can cause files to be written (or overwritten) outside of the target directory.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,code.cloudfoundry.org/archiver,Go,,,
GO-2023-1621,Incorrect calculation on P256 curves in crypto/internal/nistec,"The ScalarMult and ScalarBaseMult methods of the P256 Curve may return an incorrect result if called with some specific unreduced scalars (a scalar larger than the order of the curve).

This does not impact usages of crypto/ecdsa or crypto/ecdh.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2021-0242,Panic on inputs with large exponents in math/big,Rat.SetString and Rat.UnmarshalText may cause a panic or an unrecoverable fatal error if passed inputs with very large exponents.,0001-01-01T00:00:00Z,2022-02-17T17:33:07Z,stdlib,Go,,,
GO-2021-0072,Uncontrolled resource allocation in github.com/docker/distribution,"Various storage methods do not impose limits on how much content is accepted from user requests, allowing a malicious user to force the caller to allocate an arbitrary amount of memory.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/docker/distribution,Go,,,
GO-2020-0023,Timing side-channel in github.com/robbert229/jwt,"Token validation methods are susceptible to a timing side-channel during HMAC comparison. With a large enough number of requests over a low latency connection, an attacker may use this to determine the expected HMAC.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/robbert229/jwt,Go,,,
GO-2022-0300,Panic via malicious inputs in github.com/graph-gophers/graphql-go,"Malicious inputs can cause a panic.

A maliciously crafted input can cause a stack overflow and panic. Any user with access to the GraphQL can send such a query.

This issue only occurs when using the graphql.MaxDepth schema option (which is highly recommended in most cases).",0001-01-01T00:00:00Z,2022-07-15T23:10:20Z,github.com/graph-gophers/graphql-go,Go,,,
GO-2022-0969,Denial of service in net/http and golang.org/x/net/http2,HTTP/2 server connections can hang forever waiting for a clean shutdown that was preempted by a fatal error. This condition can be exploited by a malicious client to cause a denial of service.,0001-01-01T00:00:00Z,2022-09-12T20:23:06Z,stdlib,Go,,,
GO-2023-1572,Denial of service via crafted TIFF image in golang.org/x/image/tiff,An attacker can craft a malformed TIFF image which will consume a significant amount of memory when passed to DecodeConfig. This could lead to a denial of service.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,golang.org/x/image,Go,,,
GO-2022-0962,Denial of service through string value parsing in helm.sh/helm/v3,"Applications that use the strvals package in the Helm SDK to parse user supplied input can suffer a Denial of Service when that input causes a panic that cannot be recovered from.

The strvals package contains a parser that turns strings into Go structures. For example, the Helm client has command line flags like --set, --set-string, and others that enable the user to pass in strings that are merged into the values. The strvals package converts these strings into structures Go can work with. Some string inputs can cause array data structures to be created causing an out of memory panic.

The Helm Client will panic with input to --set, --set-string, and other value setting flags that causes an out of memory panic. Helm is not a long running service so the panic will not affect future uses of the Helm client.",0001-01-01T00:00:00Z,2022-09-02T15:19:52Z,helm.sh/helm/v3,Go,,,
GO-2022-1039,Memory exhaustion when compiling regular expressions in regexp/syntax,"Programs which compile regular expressions from untrusted sources may be vulnerable to memory exhaustion or denial of service.

The parsed regexp representation is linear in the size of the input, but in some cases the constant factor can be as high as 40,000, making relatively small regexps consume much larger amounts of memory.

After fix, each regexp being parsed is limited to a 256 MB memory footprint. Regular expressions whose representation would use more space than that are rejected. Normal use of regular expressions is unaffected.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2023-1497,Leaked user credentials in github.com/sylabs/scs-library-client,"When the scs-library-client is used to pull a container image, with authentication, the HTTP Authorization header sent by the client to the library service may be incorrectly leaked to an S3 backing storage provider.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/sylabs/scs-library-client,Go,,,
GO-2022-0476,Arbitrary code execution via the go command with cgo in cmd/go,"The go command may execute arbitrary code at build time when cgo is in use. This may occur when running go get on a malicious package, or any other command that builds untrusted code.

This can be caused by malicious gcc flags specified via a cgo directive.",0001-01-01T00:00:00Z,2022-07-28T17:24:43Z,toolchain,Go,,,
GO-2021-0228,Path traversal in github.com/unknwon/cae,"The ExtractTo function doesn't securely escape file paths in zip archives which include leading or non-leading "".."". This allows an attacker to add or replace files system-wide.",0001-01-01T00:00:00Z,2022-01-14T17:30:28Z,github.com/unknwon/cae,Go,,,
GO-2021-0238,Infinite loop when parsing inputs in golang.org/x/net/html,An attacker can craft an input to ParseFragment that causes it to enter an infinite loop and never return.,0001-01-01T00:00:00Z,2022-02-17T17:33:43Z,golang.org/x/net,Go,,,
GO-2022-0979,Incorrect DNSSEC validation in github.com/peterzen/goresolver,"DNSSEC validation is not performed correctly. An attacker can cause this package to report successful validation for invalid, attacker-controlled records.

The owner name of RRSIG RRs is not validated, permitting an attacker to present the RRSIG for an attacker-controlled domain in a response for any other domain.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/peterzen/goresolver,Go,,,
GO-2022-1114,ZipSlip when unzipping files in github.com/duke-git/lancet,A ZipSlip vulnerability exists when using the fileutil package to unzip files.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/duke-git/lancet,Go,,,
GO-2023-2095,Arbitrary code execution during build via line directives in cmd/go,"Line directives (""//line"") can be used to bypass the restrictions on ""//go:cgo_"" directives, allowing blocked linker and compiler flags to be passed during compilation. This can result in unexpected execution of arbitrary code when running ""go build"". The line directive requires the absolute path of the file in which the directive lives, which makes exploiting this issue significantly more complex.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,toolchain,Go,,,
GO-2023-1832,Verification bypass in github.com/notaryproject/notation-go,An attacker who controls or compromises a registry can lead a user to verify the wrong artifact.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/notaryproject/notation-go,Go,,,
GO-2023-2045,Memory exhaustion in QUIC connection handling in crypto/tls,"QUIC connections do not set an upper bound on the amount of data buffered when reading post-handshake messages, allowing a malicious QUIC connection to cause unbounded memory growth.

With fix, connections now consistently reject messages larger than 65KiB in size.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2020-0007,Improper input validation in github.com/seccomp/libseccomp-golang,"Filters containing rules with multiple syscall arguments are improperly constructed, such that all arguments are required to match rather than any of the arguments (AND is used rather than OR). These filters can be bypassed by only specifying a subset of the arguments due to this behavior.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/seccomp/libseccomp-golang,Go,,,
GO-2022-0532,Empty Cmd.Path can trigger unintended binary in os/exec on Windows,"On Windows, executing Cmd.Run, Cmd.Start, Cmd.Output, or Cmd.CombinedOutput when Cmd.Path is unset will unintentionally trigger execution of any binaries in the working directory named either ""..com"" or ""..exe"".",0001-01-01T00:00:00Z,2022-07-26T21:41:20Z,stdlib,Go,,,
GO-2021-0059,Panic due to improper input validation in github.com/tidwall/gjson,"Due to improper bounds checking, maliciously crafted JSON objects can cause an out-of-bounds panic. If parsing user input, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/tidwall/gjson,Go,,,
GO-2023-1268,Authentication failure in mellium.im/sasl,"An issue was discovered in Mellium mellium.im/sasl before 0.3.1. When performing SCRAM-based SASL authentication, if the remote end advertises support for channel binding, no random nonce is generated (instead, the nonce is empty). This causes authentication to fail in the best case, but (if paired with a remote end that does not validate the length of the nonce) could lead to insufficient randomness being used during authentication.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,mellium.im/sasl,Go,,,
GO-2020-0049,Improper input validation in github.com/justinas/nosurf,"Due to improper validation of caller input, validation is silently disabled if the provided expected token is malformed, causing any user supplied token to be considered valid.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/justinas/nosurf,Go,,,
GO-2023-1842,Improper sanitization of LDFLAGS in go command with cgo in cmd/go,"The go command may execute arbitrary code at build time when using cgo. This may occur when running ""go get"" on a malicious module, or when running any other command which builds untrusted code. This is can by triggered by linker flags, specified via a ""#cgo LDFLAGS"" directive.

Flags containing embedded spaces are mishandled, allowing disallowed flags to be smuggled through the LDFLAGS sanitization by including them in the argument of another flag. This only affects usage of the gccgo compiler.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,toolchain,Go,,,
GO-2022-0444,Version rollback attack in github.com/theupdateframework/go-tuf,"The TUF client is vulnerable to rollback attacks, in which an attacker causes a client to install software older than the software the client previously knew to be available.",0001-01-01T00:00:00Z,2022-07-01T20:07:44Z,github.com/theupdateframework/go-tuf,Go,,,
GO-2022-1188,Uncontrolled memory allocation in code.sajari.com/docconv,An attacker can remotely supply a specially crafted input that causes uncontrolled memory allocation.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,code.sajari.com/docconv,Go,,,
GO-2022-0425,Weak encryption and denial of service in github.com/flynn/noise,"The Noise protocol implementation suffers from weakened cryptographic security after encrypting 2^64 messages, and a potential denial of service attack.

After 2^64 (~18.4 quintillion) messages are encrypted with the Encrypt function, the nonce counter will wrap around, causing multiple messages to be encrypted with the same key and nonce.

In a separate issue, the Decrypt function increments the nonce state even when it fails to decrypt a message. If an attacker can provide an invalid input to the Decrypt function, this will cause the nonce state to desynchronize between the peers, resulting in a failure to encrypt all subsequent messages.",0001-01-01T00:00:00Z,2022-02-15T01:57:18Z,github.com/flynn/noise,Go,,,
GO-2020-0045,Cryptographically weak random number generation in github.com/dinever/golf,"CSRF tokens are generated using math/rand, which is not a cryptographically secure random number generator, allowing an attacker to predict values and bypass CSRF protections with relatively few requests.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/dinever/golf,Go,,,
GO-2022-0254,Consensus flaw during block processing in github.com/ethereum/go-ethereum,"A vulnerability in the Geth EVM can cause a node to reject the canonical chain.

A memory-corruption bug within the EVM can cause a consensus error, where vulnerable nodes obtain a different stateRoot when processing a maliciously crafted transaction. This, in turn, would lead to the chain being split in two forks.",0001-01-01T00:00:00Z,2022-07-15T23:07:56Z,github.com/ethereum/go-ethereum,Go,,,
